ags,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023
1058093,5.5606928,.78978986,5.9337621,.12429615,6.2818604,.88606799,6.4267616,.39507556,7.005825,.22126049,6.6167345,.018727452,5.9235311,.0085814279,6.2271833,.014407719,6.2060995,.22628358,5.9844232,.061419494,7.0282607,.28874108,7.1001906,.99989688,7.0024219,.15925387,7.560554,.20728885,7.5411901,.082425177,8.5935812,1.1075299,9.6085577,.86811501
1058094,4.0701251,.73767918,4.7596984,.44161731,5.5586271,.13522442,5.6860785,.047263447,5.7662191,.066409402,5.8344688,.27785009,6.0716109,.26824674,6.1860824,.41862282,6.2469482,.11945423,6.9415765,.40550378,7.4064384,.35140076,7.1830783,.61168289,7.7819242,.38709992,7.885385,.039378796,8.5655718,.03509336,9.4939861,.35363838,8.7962332,.51507783
1058096,4.4609804,.35858536,5.3026538,.32625434,6.2630692,.070027649,6.2603421,.16946545,6.6920924,.18170513,6.694706,.043364283,6.9568987,.10806502,7.5767965,.49798754,7.1429811,.15319403,7.678411,.25621745,8.3437052,.80293918,8.6703968,.63018751,8.6238165,.33180493,8.7153625,.2801671,8.9729424,.16082306,10.217059,.18659344,10.408359,.018599272
1058097,5.1471453,.19281641,4.9033041,.68841422,3.9687724,.48855349,4.4420576,.28767034,2.912142,.43265963,3.8812904,.86003894,3.9392393,.84644765,4.2039242,.59399945,5.3310218,.048746679,5.0144792,.48630852,5.3450398,.22264016,6.4881983,.38733098,6.6414986,.32771578,6.531949,1.053233,7.1907086,2.0321667,8.5301895,1.6819297,8.2565584,.30400717
1058098,5.1985774,.39303792,5.2746406,.49404845,4.9994378,.62352633,5.2428746,.26230547,5.138608,.10568538,4.9284968,.13803703,5.64255,.022734821,5.5127416,.093265392,6.0282822,.28766486,6.745358,.12148701,6.8523612,.26752239,7.0114474,.19360757,7.4691715,.38403264,8.3192616,.26498824,9.4826479,.34776223,8.8647394,.092907339,9.1569872,.089601852
1058099,7.0186443,.51308268,6.3549571,.4329747,6.2136941,.081308454,6.4557357,.12221182,6.4603786,.25186273,6.6414981,.059582673,6.8328691,.066668093,6.801847,.031315766,6.6833291,.17334254,7.1737614,.35244715,7.1969175,.43139175,7.5524473,.4406018,8.0550365,.13928059,8.4832191,.097672597,8.9209805,.13823947,10.420824,.46862355,11.060226,.82161057
1058100,4.363719,.088689029,4.7733245,.27661085,4.6372914,.044620641,4.3417983,.10490212,4.2828441,.081905082,4.7792454,.10451329,4.4258304,.0084767025,4.811347,.12271345,4.9088569,.055042565,5.1752586,.1855076,5.6686583,.28705767,5.7194691,.0038578848,6.3899465,.10137264,5.9656835,.488673,7.2265081,1.203192,8.1435661,1.2280908,8.8779974,1.3417073
1058101,4.776751,.022769181,4.8994141,.079519667,5.0473604,.067787685,5.028285,.14121793,5.0817232,.023624124,5.1053362,.023979591,5.4960661,.17161675,5.5936761,.06431105,5.8534107,.14750752,5.9087133,.1773708,5.9467921,.013049521,5.8187737,.21639219,6.3037395,.35790825,6.865303,.52182251,8.1855221,.079113476,7.8210306,.068111777,8.7950859,.16379695
1058102,5.6500649,.73722255,5.7034898,.095488697,6.1551957,.41715842,6.1702771,.016111573,6.0990357,.074378192,6.2667456,.2463489,6.4331565,.11733042,6.438642,.13343659,6.6085019,.10094874,7.0976982,.069278389,6.8954816,.20167683,7.0419025,.31387657,7.6709108,.17941183,8.103754,.0011589753,8.6784687,.37714422,9.4879246,.13743354,10.317113,.44431448
1058103,4.6998758,.051090751,5.0036879,.060622789,4.8632388,.12166244,4.8562379,.17890128,4.9115391,.053618386,5.10008,.0042941123,4.9293485,.0051878546,5.3487611,.17871377,5.2406254,.23972872,5.7045784,.066338599,5.9285865,.16190776,5.8468614,.21007836,6.396626,.092882425,6.4677658,.29648182,7.4779968,.22740668,8.0792036,.097374074,7.8052235,.93297005
1058104,4.8893719,.11235816,5.2732673,.2728962,5.9503784,.61772674,5.7966847,.76679379,6.1641226,.71746111,6.3316755,.9139362,6.5031929,.95495671,6.8539977,.88584971,7.0203094,.89980841,7.51929,.81315303,8.3423796,1.294824,8.0808811,1.2280599,8.1657705,1.0387762,8.3273258,1.1054765,9.073267,1.5875317,9.5966711,1.7670056,9.6021938,1.5811961
1058105,4.4452624,.056953792,4.8987079,.12678455,5.7677727,.3650606,5.6606326,.52603585,6.0371728,.36350495,6.3021922,.59120166,6.5247431,.82632762,6.5596161,.23985934,6.7261515,.2604236,7.3532796,.47950834,7.9405661,.87427664,7.4646583,.81667405,7.8138309,.77958995,7.9045429,.75356513,8.4477806,1.3578155,9.40903,1.4317173,8.9859629,1.2196114
1058106,4.4652681,.019016095,4.6512566,.14844483,4.6463761,.0022197834,4.6628656,.10230423,5.0091972,.0040726489,4.9437709,.021459648,4.8341498,.059393365,5.2241287,.071652897,4.9111662,.22762243,5.6663046,.14171921,5.7703876,.099348865,5.7464719,.21834144,6.4086995,.29385746,6.0373321,.13324574,7.2865477,.38096258,7.7012906,.19734228,7.5012531,.66866362
1058107,4.5581479,.7161864,5.094254,.28076106,5.9316273,.41866919,5.8847303,.54309732,6.0953875,.6018641,6.4375181,.32989478,6.7513614,.22484818,6.6322775,.4931038,6.7457795,.61112666,7.305666,.18770082,7.7857924,.26331577,7.3627615,.0062900828,7.9353867,.3090587,8.0596933,.46677008,8.5013409,.10874717,9.6820421,.46532699,8.8919525,.095658563
1058108,5.5495863,.76466256,5.474123,.69876057,5.2436948,.38355362,5.3142447,.16119671,5.1608963,.15414312,5.1164479,.31331199,5.7484055,.012404773,5.6060381,.079705022,6.093761,.13983221,6.747436,.43654585,7.0627584,.13238271,7.1848097,.058932316,7.7742319,.17086005,8.7159834,.45218778,9.7056665,.17747889,10.063701,.52865523,10.243054,.33708894
1058109,5.4498763,.340545,5.3694773,.20929745,5.0545568,.089868806,5.0925231,.24289267,4.8464036,.12786302,4.8286519,.025276819,5.6496654,.44265857,5.5585775,.58498305,5.700954,.51939023,6.6677523,.40117973,7.0178766,.15035111,7.0306354,.36649609,7.4486809,.26943031,8.9037676,.36370108,10.26066,1.0777494,11.337044,1.0700585,10.952331,.089152545
1058110,5.1136246,1.0157297,6.0164957,.27860075,6.5989838,.0010230615,6.7435236,.16864419,6.9989243,.012458496,6.9777675,.1877871,7.131412,.11021286,7.5353465,.32719487,7.3631268,.16108808,8.0065002,.26766226,8.4915886,1.0770682,8.9621744,1.2123116,9.0170832,.60471487,9.2439899,.48134354,9.6115618,.36583114,10.814552,.23235054,11.220735,.088739239
1058111,5.1231728,.59875125,4.8718204,.43685246,4.6068597,.3799195,4.3765912,.056620006,4.1374683,.2148931,3.9764938,.076117836,4.3485079,.44536185,4.8598137,.55631942,5.4378572,.44357952,5.844388,.74981987,5.7586021,.03813355,6.0885587,.34983242,6.0147328,.28271225,6.5432229,.21931954,6.2286706,.5316695,6.7662692,.38365766,7.5548191,.65230739
1058112,3.8524878,.50499618,4.6324382,.66363782,5.2274585,.20475842,4.6855245,.26360756,4.9908624,.018215202,4.946712,.13007085,5.1398039,.095268041,5.4227281,.01315098,6.0339971,.33850488,6.5327959,.29987624,6.4398599,.097937457,6.5575056,.44840404,6.5921397,.67811483,6.6574259,.64830226,7.176106,.69726825,7.6169004,.57142109,8.2293262,.93579686
1058113,4.7038722,.03873026,5.0074372,.37006405,4.9435773,.042357791,4.8096471,.12313148,4.631846,.10441753,4.9555449,.14380676,5.1656251,.17116882,5.2969851,.23026994,5.5992422,.18586783,5.6877966,.18988051,5.9026666,.056061517,5.7063222,.19275995,6.4193144,.31666365,6.4802232,.31088701,8.1084585,.3171182,8.3740501,.36897478,9.3533564,.49809113
1058115,4.6761322,.011832809,4.9351869,.27477157,4.9150987,.026448091,4.9750266,.19013163,5.315084,.048312277,5.2640266,.057079338,5.3859859,.26578102,5.5636945,.00607788,5.3178225,.22790195,5.7884154,.13543546,5.7830124,.020080389,5.7500601,.041562911,6.3933578,.097663477,6.2155371,.29908246,8.2771835,.12728132,7.8065763,.25596148,7.9956794,1.0739442
