price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,hexagon_id
1727.6682,23.424379,1755.4182,25.914972,1728.2928,40.485344,1728.709,41.784798,1800.9302,23.360424,1916.5737,31.607655,2048.2375,58.211678,2209.3083,76.727577,2404.2615,42.447014,2767.7842,9.2161255,3054.9968,21.751196,3464.1064,12.308285,3739.439,6.3285165,4315.3579,26.793859,5161.9268,47.662556,AE-9
1649.3575,1.0612353,1694.7505,8.0230932,1648.2648,10.920841,1684.2566,15.405261,1778.8599,9.7350073,1937.4825,28.993355,2040.9644,49.824558,2237.2703,32.298908,2459.0254,17.942314,2777.3608,42.237869,3063.009,29.297915,3454.3264,3.3051934,3764.6023,6.507926,4287.9727,8.4569693,5061.6587,18.010975,AF-10
1679.5955,1.4090848,1711.6613,1.7139328,1649.0338,1.4243659,1696.4178,2.0116396,1796.9071,4.047204,2054.1001,.78261137,2175.7295,.48902181,2335.0886,2.9467649,2558.6384,4.474534,2850.1758,2.4015999,3143.4822,6.7601471,3568.2334,13.765517,3877.3386,2.3649476,4357.813,1.0773212,5097.6572,1.0912516,AF-11
1683.0129,5.7811484,1729.5002,4.2021952,1682.8605,3.2082224,1738.3123,.21347614,1829.1351,.29653594,2103.689,4.8685026,2231.7881,7.8827868,2408.8315,7.9987068,2651.0723,2.0922441,2937.6882,14.470382,3226.9084,13.36151,3646.7598,24.05888,3981.2625,9.9259844,4436.2588,6.3754339,5135.252,35.931355,AF-12
1691.5917,5.5716529,1749.4789,17.176451,1684.3879,22.395838,1766.2396,12.173009,1863.3827,16.645555,2178.8838,.78689289,2334.7917,24.641518,2518.2263,1.1731706,2736.6843,2.499845,3039.0762,2.9463966,3340.9919,13.635534,3790.9158,12.649035,4116.519,4.3624196,4545.5645,19.103615,5233.0605,29.670845,AF-13
1745.5408,23.12925,1796.3093,20.812346,1733.2241,36.068054,1812.7623,21.503763,1918.507,30.162153,2258.0112,13.784507,2407.1492,28.695843,2599.0505,8.5833225,2816.3486,22.288593,3148.7646,1.0469719,3469.8931,9.4972477,3917.7217,28.177303,4268.1064,37.925873,4689.3374,10.746507,5385.0288,4.9448628,AF-14
1785.5342,20.182867,1830.793,19.202099,1757.1925,39.124096,1858.8516,16.052687,1972.4266,20.046661,2338.3115,19.490652,2491.7168,3.4660687,2690.0869,7.5836225,2940.6902,7.2689209,3295.7385,28.483549,3631.3818,22.160543,4077.6465,37.283085,4423.0659,60.225624,4848.4014,21.548504,5516.3081,9.7858076,AF-15
1794.4724,5.8936834,1874.1598,4.5023923,1836.1951,12.558793,1930.679,5.6083336,2053.8538,3.6965394,2413.4189,1.8744582,2582.5903,3.1021116,2806.9629,5.0004659,3091.1445,3.3939011,3411.3643,4.9547486,3775.6255,6.4996252,4209.0752,18.39509,4559.1538,20.124958,4991.855,14.5487,5642.7471,6.950285,AF-16
1830.6654,33.442654,1974.251,11.979249,1947.7262,9.5510063,2016.5773,8.1300926,2143.574,5.4428105,2481.3694,10.811805,2659.6604,10.217275,2896.4753,33.21825,3174.2373,23.112358,3484.1902,6.9649663,3869.427,10.943895,4299.6934,24.647692,4672.4971,21.706181,5138.7666,24.911875,5805.2534,25.461205,AF-17
1813.7108,10.297952,2016.6176,20.23942,2046.302,43.244015,2081.4802,10.68905,2230.626,12.882634,2568.1521,21.028847,2752.4058,3.4171622,3032.5952,10.846153,3336.542,16.069096,3600.4478,23.580187,3999.6829,9.1311178,4379.499,16.655703,4762.2231,23.830791,5241.6138,11.043327,5897.083,6.7928948,AF-18
1807.5052,14.978958,2044.809,6.9025679,2096.5398,44.618576,2145.6111,12.995501,2300.9675,9.2253065,2669.2109,30.201925,2854.6187,17.575504,3193.9709,7.1136508,3489.4727,17.727165,3701.7368,23.323828,4129.9917,2.0090621,4516.9883,25.490582,4914.6465,28.806719,5400.8657,8.9326124,6047.3501,34.480824,AF-19
1819.1539,25.159866,2074.8362,3.3825972,2142.687,23.990356,2198.2122,6.7480221,2358.7222,3.1379576,2764.1223,14.534924,2960.5479,4.617435,3329.7512,8.2145329,3639.8105,2.5517163,3786.5623,23.094303,4236.9609,15.760618,4642.1548,18.163221,5087.3164,9.8736877,5545.7944,7.1693382,6132.2046,9.4641209,AF-20
1789.4271,51.147686,1962.2897,128.5519,1935.5342,157.57211,2142.2644,59.253609,2291.9753,64.204826,3091.8882,70.880074,3235.0713,89.616165,3570.4458,85.036034,4032.9285,155.76639,4064.1172,64.200165,4518.6089,66.722527,5056.7183,100.62519,5694.6406,155.14487,5842.0459,93.073776,6285.7915,53.552429,AF-21
1862.6245,26.503506,2050.6729,112.20625,2030.474,133.7709,2249.772,38.290741,2402.3486,57.425003,3251.4983,83.968636,3413.5679,118.2793,3795.7065,127.74728,4310.7778,228.21397,4295.3027,132.21526,4767.998,118.03426,5303.1006,152.77162,5988.7593,222.24284,6082.5464,127.90828,6461.5869,74.498573,AF-22
1923.5784,14.926393,2192.4797,22.354258,2273.8633,.26745582,2372.978,5.1036091,2554.4443,16.94581,3103.3008,4.2392826,3340.8918,15.775688,3784.3979,29.033722,4228.3164,46.429638,4286.5962,8.6548853,4776.1597,1.230608,5187.2217,5.4060311,5700.9346,22.324465,6097.2012,3.7465372,6565.7417,10.71922,AF-23
1951.5021,4.3192768,2261.168,2.6409516,2358.0928,3.4239202,2442.03,.38799542,2635.1333,2.7830975,3181.2341,2.8922319,3430.6858,1.0065284,3910.8958,5.683238,4355.9722,10.90549,4400.3599,4.2264137,4905.0298,.39584652,5293.9702,5.62604,5770.1421,11.033998,6199.0605,8.2310925,6633.4302,2.7196887,AF-24
2006.4561,2.7444427,2354.7549,14.463797,2491.2485,36.510746,2569.1873,17.049501,2763.3958,2.5889063,3293.6094,16.795403,3557.4053,3.5593626,4072.2656,18.172367,4461.3306,7.3479724,4514.9268,37.370819,5055.562,26.926662,5443.4917,29.35334,5898.8154,47.796444,6365.2217,44.716183,6788.9058,21.992393,AF-25
2043.0583,.69295394,2429.7717,42.020344,2592.9998,31.71863,2645.2722,14.341429,2867.0938,34.728802,3380.1262,62.044003,3664.6931,61.511456,4209.103,64.402718,4571.6973,95.57724,4618.3271,46.129807,5184.7607,59.387405,5571.0474,67.465889,6000.1396,94.064697,6507.2046,62.614712,6902.8789,80.088509,AF-26
2012.788,10.392303,2330.1567,109.12095,2388.0735,160.86559,2546.8967,89.806099,2781.1208,84.521286,3642.1672,139.69867,3886.6885,123.9269,4413.6431,131.16724,4899.1978,192.25629,4881.7271,129.18915,5435.1108,128.45375,5934.7612,193.30301,6558.4023,300.01196,6805.0352,167.12257,7138.3521,163.73341,AF-27
1987.8118,19.001759,2356.6912,23.938503,2426.9309,42.156612,2532.2578,32.725105,2766.6074,20.725943,3492.9895,21.957041,3730.8457,27.288523,4247.1812,34.790257,4737.0791,33.958973,4723.3877,19.05064,5278.1465,13.659336,5734.9497,41.111603,6288.2627,74.316414,6598.4951,18.027691,6960.9438,14.915797,AF-28
1959.7596,34.34087,2353.9543,39.435947,2432.9377,70.562111,2517.9417,55.537251,2752.155,36.184738,3457.1399,55.844513,3680.9558,37.815273,4193.5688,55.417488,4669.9419,83.884361,4664.4136,32.409378,5214.2793,37.015167,5640.2065,55.975433,6157.7188,92.261444,6518.9497,13.837163,6912.3911,11.226043,AF-29
1866.5868,26.804766,2226.7373,15.890487,2385.6084,19.138807,2420.7686,30.016525,2654.4338,34.157063,3328.7996,20.114592,3557.6968,15.232817,4080.6082,42.246899,4509.1475,48.611,4479.001,1.0182794,5005.5674,2.0644724,5430.9844,10.05227,5893.2651,10.89642,6256.0103,12.88368,6653.0264,27.588722,AF-30
1857.5624,29.781448,2178.1704,93.371048,2300.6196,95.874603,2372.1365,37.726532,2590.7915,39.301777,3217.875,57.452728,3425.9719,9.2728939,3899.6714,5.8269601,4302.167,47.325855,4386.5425,48.55827,4868.2803,56.008968,5249.4487,98.342224,5696.5381,160.37537,6143.7798,100.09125,6567.27,105.80354,AF-31
1861.1475,44.72332,2053.4089,8.269083,2121.1191,22.964167,2250.0522,10.006361,2431.0496,22.188213,3088.1431,3.6203094,3291.4927,47.1399,3715.0354,89.234238,4072.9641,67.531212,4209.5942,38.290276,4617.2983,22.345112,5020.4351,49.973011,5446.0718,69.264618,5939.0898,93.434357,6417.0835,61.770153,AF-32
1890.0759,2.0596662,1977.5503,29.153126,1947.037,73.858772,2173.6702,9.6554499,2324.1138,19.100067,3074.7148,64.799629,3254.6523,30.540726,3625.1287,27.130772,4021.647,71.669296,4185.1265,79.176003,4568.3975,38.714722,5044.3281,53.487568,5516.9702,48.393169,5939.4951,40.915688,6472.0073,34.138893,AF-33
1862.2128,4.35572,1968.3448,43.743828,1947.3722,60.301712,2180.9419,7.2882924,2317.9072,19.107107,2893.165,38.426628,3064.8184,34.902836,3369.9629,33.235809,3790.791,66.214836,3949.0308,53.896255,4312.3657,11.244634,4776.0176,27.181938,5223.4048,38.547997,5703.8105,30.485834,6244.8574,1.1065415,AF-34
1850.2017,8.9967594,1960.7727,52.879135,1925.8898,58.152817,2080.3489,40.532722,2266.2314,20.002125,2734.3452,35.543198,2925.6316,47.887798,3241.4641,54.328396,3597.9175,56.040836,3768.7048,30.067917,4147.9761,22.553493,4581.1738,36.384937,5022.4175,71.691231,5540.5093,42.521404,6071.0083,.087651044,AF-35
1812.4695,6.8940253,1919.7325,47.556919,1879.6334,59.106228,2032.8597,40.162994,2197.4346,25.584808,2672.071,48.31171,2842.9905,53.164585,3157.3726,64.796944,3539.3992,96.090118,3684.196,39.305538,4033.949,21.766237,4448.9795,22.154654,4897.272,51.627369,5393.9805,56.85144,5954.6646,30.271421,AF-36
1798.478,8.5828991,1931.2009,9.6837454,1899.0905,37.880455,1989.9658,26.209616,2135.5315,19.097492,2561.4883,26.429817,2720.6548,18.161119,3027.332,29.908442,3355.7034,73.668549,3556.4575,30.765001,3899.7068,9.1464453,4317.7139,16.561728,4748.5254,31.814075,5226.0142,56.980907,5838.4468,40.932804,AF-37
1792.5618,10.984751,1929.5836,4.277607,1908.6553,17.853085,1962.321,9.1408749,2105.0322,7.0045271,2423.7925,1.3310027,2597.1404,1.3617524,2867.7856,2.3597753,3154.7825,18.654354,3404.2012,11.456334,3751.606,23.448788,4148.9087,2.4504912,4513.6118,2.268662,5039.2607,21.620417,5740.332,31.366446,AF-38
1762.0649,4.8580818,1897.7327,9.1952457,1892.9635,8.1767378,1935.9734,6.066751,2064.8235,5.2129006,2328.1829,8.5999727,2485.8936,9.9104433,2702.7671,22.040077,2964.4568,3.4316995,3272.6118,1.9312451,3615.6001,7.6710782,3986.0112,31.508602,4348.019,19.30229,4860.5356,11.421168,5603.9526,10.775538,AF-39
1735.6776,.2105484,1871.0089,15.738527,1875.5699,25.144308,1889.5051,12.712883,2009.6671,14.917014,2235.3081,21.109648,2384.2229,24.802473,2582.6584,27.869375,2815.2993,25.658457,3149.1709,9.6406317,3468.5044,13.86324,3841.2036,20.229855,4214.0884,7.4966307,4723.7832,.069192462,5479.2666,29.413956,AF-40
1720.621,10.650176,1824.7013,19.331232,1813.9761,25.625862,1831.0894,12.342257,1944.2701,12.153996,2158.4797,23.111349,2310.0244,21.294121,2502.7117,27.519489,2722.5046,39.84795,3049.4153,14.558468,3352.9082,12.366998,3744.3547,21.284985,4112.0708,21.698021,4604.708,14.38292,5352.2886,25.286821,AF-41
1691.1443,2.5317259,1782.527,14.99291,1763.0264,31.401665,1780.5885,13.2722,1886.5719,14.172374,2087.9729,20.925505,2230.8027,21.920971,2424.2563,15.072949,2641.9434,17.140699,2960.1921,14.364469,3246.9646,14.607542,3632.8679,15.481926,3973.7898,22.108788,4471.8931,10.957518,5215.2651,14.161826,AF-42
1657.7905,24.862043,1731.7831,31.653572,1699.4799,31.413223,1725.6774,14.273525,1814.6024,4.2492285,2042.8914,32.053024,2174.0586,27.577118,2356.5415,34.280033,2582.5415,65.51709,2890.7556,33.636627,3161.5884,36.139698,3539.0422,43.710899,3873.7922,43.444046,4363.7119,9.9422741,5077.1606,38.189159,AF-43
1751.0216,87.993988,1731.3909,52.375706,1652.3867,26.290583,1677.0441,15.220929,1750.6567,3.745651,1926.7668,29.860128,2063.8708,28.045643,2177.2622,45.292011,2368.7468,109.16071,2727.853,32.446312,2990.3757,16.70215,3402.6228,27.628845,3689.9209,31.895544,4251.2227,27.74757,5168.0342,157.5957,AF-44
1712.4454,56.661789,1669.0447,28.586782,1581.1332,9.6341686,1607.5663,3.7867005,1691.6896,1.3823988,1884.3574,18.665731,2018.876,14.859231,2130.625,28.527693,2301.8069,79.190063,2639.8567,27.94451,2905.927,16.143818,3323.0686,11.070389,3606.0769,13.197447,4137.6533,30.793045,5040.8213,121.66285,AF-45
1717.9341,42.116512,1677.7974,8.0147495,1632.9995,24.794401,1684.1047,31.816601,1727.9663,25.712429,1942.5194,.082364857,2009.1926,34.500679,2077.8037,65.644142,2315.8672,40.148521,2641.0479,56.345085,2926.1584,5.1684451,3392.8643,31.693815,3666.2036,6.0060306,4171.1816,31.551332,4858.6494,4.9590988,AF-6
1682.78,22.964518,1684.4507,30.059143,1630.2327,13.275884,1634.1576,37.804184,1703.615,32.576515,1994.1681,32.665138,2112.4602,4.2345915,2255.6428,19.745749,2355.8333,36.278896,2605.8225,133.45302,2957.9895,93.347336,3372.0547,32.862511,3831.2114,154.99826,4223.1035,90.433823,5016.667,57.06765,AF-7
1600.3959,17.923405,1631.1503,19.888151,1604.135,29.703043,1635.4298,53.284908,1695.5271,26.56192,1949.0018,41.072258,2096.8787,40.28957,2240.2622,18.178968,2321.7593,4.8837986,2624.8254,56.595421,2934.7576,69.40564,3302.5613,39.478149,3579.782,11.356068,4126.3438,76.217766,4971.8174,150.95154,AF-8
1658.0199,10.485105,1689.8494,23.37014,1647.3103,26.925323,1669.3403,29.746933,1742.462,9.9735851,1905.9465,32.56147,2040.6338,61.49691,2207.2068,58.789371,2394.5239,27.398861,2704.8884,22.819262,2998.5349,39.722485,3388.2944,2.5958011,3687.1074,.59766173,4215.4858,20.872602,5027.3848,41.385742,AF-9
1655.3867,7.6472287,1706.9517,19.627401,1661.7247,28.405924,1690.5583,23.772081,1798.4585,26.191757,1951.3083,35.050751,2056.8757,57.967289,2270.7744,27.369421,2496.0505,11.314646,2789.6836,25.239679,3092.2671,20.581553,3477.2466,2.1773703,3787.3196,9.8690262,4317.3833,24.872673,5094.5342,49.289181,AG-10
1686.8184,12.302491,1733.52,9.8629923,1682.3906,11.451047,1721.8571,11.081738,1818.7363,4.1663041,2060.2253,.4790633,2180.5986,1.8897222,2353.1438,1.8036832,2587.3823,11.460219,2873.9414,26.541485,3168.6838,9.5640182,3586.9954,6.7018943,3907.0449,28.436794,4402.2739,7.9762406,5146.8877,21.589857,AG-11
1719.8629,13.259286,1762.4786,4.1694798,1700.3894,2.0862691,1764.3016,2.8592126,1855.6372,2.1314971,2142.718,.28763992,2266.4292,2.1191757,2450.8711,3.9082932,2677.7717,11.441392,2983.1282,1.904925,3290.6074,6.4129019,3719.0657,20.314482,4033.1824,3.7903421,4520.4795,7.6236892,5260.3516,14.105523,AG-12
1734.6415,2.4284363,1804.3964,5.3956394,1752.7672,.074781708,1821.0345,1.4027541,1920.8624,1.5587599,2229.0281,2.2343624,2353.6257,1.0373306,2552.5972,4.0120821,2771.1443,10.64461,3106.2024,1.7087219,3436.2759,3.7630143,3868.2576,11.947539,4192.9316,6.4210787,4658.0952,.082202762,5373.146,1.864342,AG-13
1760.8121,16.275021,1828.4265,3.6536191,1786.7244,4.7872338,1862.075,.86304986,1970.1522,3.3328753,2285.2378,4.7324877,2426.3962,4.5495582,2613.8987,8.7441626,2845.4814,20.129076,3211.4822,3.9068561,3556.3259,3.3334887,3981.2253,14.157698,4317.1758,7.1937871,4781.1758,8.6090727,5487.2417,32.338303,AG-14
1822.7843,22.046398,1870.6689,4.0434361,1817.0992,15.322844,1904.1947,6.1918297,2025.8346,5.8451676,2362.1753,.84576797,2517.5002,3.0877988,2715.9277,7.1010962,2979.1147,9.2817135,3346.0383,16.545858,3692.5081,14.086885,4119.5811,21.064295,4454.9961,12.782295,4909.8052,12.240719,5598.4854,24.290335,AG-15
1843.7157,8.2471676,1929.9304,1.2472448,1904.6613,2.1968646,1977.4504,1.54975,2099.8752,.48400012,2431.45,4.1571689,2605.1082,10.219425,2836.0093,11.26231,3116.7065,9.7139778,3435.6565,2.2793186,3799.8037,5.1354113,4229.2559,7.6531544,4589.54,6.8491559,5054.458,7.8771229,5735.0981,29.260143,AG-16
1837.8885,9.6831999,2005.8893,31.525288,1994.1837,27.367659,2054.8044,11.730457,2194.4285,11.450381,2502.6255,23.699623,2683.0759,23.221626,2944.7639,26.332327,3231.5391,36.146599,3530.4998,8.7023172,3918.9131,3.7444079,4319.7183,4.8954268,4683.937,18.787333,5175.5117,3.6764328,5845.9775,26.348068,AG-17
1787.3969,9.8303356,2027.4364,19.788345,2072.3235,46.535385,2109.1204,8.1649818,2271.3823,19.733868,2590.6465,25.979362,2779.0928,17.926256,3087.7263,12.578639,3402.1626,14.420823,3634.1182,18.849758,4035.6511,9.3553095,4408.7129,29.999226,4781.9995,46.014141,5277.1475,29.236042,5904.0068,28.73311,AG-18
1810.3159,23.046177,2067.7424,8.3888359,2117.1309,47.182709,2167.1543,9.7315512,2332.468,16.577202,2705.1995,25.613117,2894.8445,18.305418,3235.7522,7.9507737,3535.5679,19.918491,3743.1714,22.963663,4180.4194,1.3267164,4567.0601,28.410995,4983.1738,29.607086,5462.1416,14.353357,6085.2192,14.948147,AG-19
1852.0424,19.48612,2089.2185,14.130326,2137.5178,10.223126,2215.6914,.38200882,2382.9719,.70780963,2828.0754,3.445735,3027.3794,5.103775,3377.6335,13.808129,3700.7744,6.1857629,3874.175,12.624697,4321.769,5.4209414,4745.3896,11.500395,5207.583,9.4857807,5661.9443,15.980387,6220.4814,14.981281,AG-20
1891.0231,8.9047985,2138.4136,3.6833532,2194.9666,5.676476,2280.0154,1.6432593,2456.4368,7.8508539,2933.0442,4.4997964,3152.1199,10.919019,3531.3013,11.08855,3891.0867,.057852972,4031.7998,8.7773752,4498.9775,10.483271,4934.252,4.3447676,5420.1978,26.091335,5841.9595,17.937901,6393.3057,37.506813,AG-21
1909.7035,30.297905,2179.7749,19.277609,2251.082,6.7163882,2344.5005,3.0370233,2535.9875,9.8540592,3033.7095,6.1507745,3266.7266,17.482386,3684.1438,36.986195,4090.1665,52.676491,4172.9067,5.4862099,4659.5752,5.7037921,5055.0811,2.3036742,5541.8062,12.592477,5963.8892,1.6558417,6438.8296,13.467756,AG-22
1931.9387,12.670135,2235.7258,2.5016873,2326.1797,10.324188,2400.3833,1.8858635,2591.1128,6.1107678,3098.4185,7.2390051,3337.9492,.27891999,3807.2981,13.347402,4227.9375,20.118158,4299.3247,.25519535,4799.5469,2.0444953,5173.1768,12.676779,5637.8711,24.632809,6090.9243,12.837306,6533.5239,20.77281,AG-23
2011.2135,10.14389,2361.991,21.982733,2485.7019,24.897503,2536.8755,13.592192,2739.6399,4.2812333,3242.9019,14.495311,3497.2021,11.139128,3979.6572,.6666463,4392.9756,15.521777,4479.6577,31.203945,5006.4541,10.592663,5389.187,4.6913123,5846.9121,19.244621,6331.1719,20.312296,6759.6318,10.540161,AG-24
2053.9885,10.734682,2441.2336,1.171541,2584.7952,20.22106,2625.7339,5.3131289,2837.5522,7.4100409,3280.8123,8.339447,3550.7075,12.980274,4051.5754,29.975704,4448.313,15.77807,4533.8076,15.363,5098.1973,27.074984,5494.1274,22.135071,5900.7842,19.503189,6435.4634,39.165237,6840.8398,59.147011,AG-25
2000.998,.20963915,2320.0056,36.277775,2384.3379,35.086075,2537.0156,27.393585,2773.3433,34.093273,3529.7307,58.519131,3753.092,49.867985,4263.2261,29.341461,4739.9478,63.070904,4770.4448,14.304637,5336.4683,17.052954,5786.7842,31.097618,6346.6602,39.487511,6670.3945,13.785159,6991.7202,21.207493,AG-26
2042.5931,8.6317873,2376.9749,41.230465,2447.4912,59.455906,2589.3528,35.183823,2842.1899,23.582664,3516.1235,39.900002,3751.3596,46.146507,4252.3804,55.243591,4748.4761,64.457359,4796.8999,50.523125,5368.3145,45.438446,5793.7471,83.258781,6328.9619,115.63229,6715.2583,72.470963,7085.8306,71.746071,AG-27
2006.1383,6.2184873,2414.4534,7.0735016,2504.0286,2.989517,2589.3176,2.6466618,2827.0735,1.6289817,3398.8403,5.0939918,3622.0029,1.389115,4110.1309,7.237318,4601.0127,7.6977868,4641.7979,3.1602588,5190.9673,.99787468,5590.1558,3.3656056,6057.5625,2.9475648,6505.8232,5.3623786,6896.4531,6.9983516,AG-28
1964.9011,66.031128,2371.0037,79.627693,2565.4272,67.086235,2602.7085,55.348728,2850.4026,34.078606,3353.8147,96.559532,3596.9172,49.012218,4124.9556,53.915874,4607.1172,135.20599,4610.0488,34.147629,5140.2578,20.936752,5522.9761,37.129414,5933.98,103.37211,6451.8237,15.991785,6853.4907,.67226541,AG-29
1968.1326,41.040398,2377.5239,34.476994,2597.877,26.325262,2605.853,15.825339,2814.3523,3.0254638,3215.8264,43.467056,3472.6074,48.585735,4001.2449,35.092274,4416.6621,100.01737,4485.8936,21.59433,4982.3706,6.5909863,5366.6387,21.153244,5718.9331,6.4550714,6319.8828,6.257937,6772.1475,7.71556,AG-30
1937.8783,33.301567,2265.3447,49.153557,2425.8608,24.114382,2490.1106,.04688869,2633.915,47.121311,3074.2588,46.922634,3295.1675,56.669033,3778.9875,85.257027,4108.1284,77.423592,4249.6201,31.904909,4754.5942,.99937415,5134.563,5.4598298,5471.9883,10.426683,6068.4502,18.260363,6594.2046,43.961262,AG-31
1882.1754,28.103399,2060.9421,108.83232,2122.0049,126.77731,2302.5745,24.534838,2438.0422,60.23621,2975.0476,72.462006,3183.7725,87.589279,3586.2097,114.63989,3906.6138,102.13025,4106.9854,98.393616,4513.4678,16.937927,4938.3423,42.017612,5300.5898,40.159927,5801.4404,20.856731,6338.001,34.287891,AG-32
1847.4952,6.390903,2013.9573,23.990976,2032.6625,33.984966,2199.7529,5.3865967,2414.1272,2.6959832,2914.2783,23.692657,3099.8452,10.969086,3450.3691,11.395856,3847.1943,36.907318,3993.8506,42.083645,4411.9785,6.3256478,4805.2017,4.6179333,5226.0698,1.6410267,5690.0645,.63996303,6211.0854,6.2819052,AG-33
1910.5087,7.7643032,2061.4583,4.3535333,2062.5388,11.498016,2175.9543,3.377805,2387.3401,.64001518,2752.6257,.74288529,2933.5981,4.0846982,3228.0815,2.8591323,3577.269,4.2316256,3807.6201,12.314221,4205.1157,.26131505,4600.9551,1.5686971,4955.064,1.5654607,5536.9063,11.413563,6163.9194,2.1547019,AG-34
1856.483,10.45751,2015.7074,4.2200284,1985.1354,18.785484,2083.0237,15.303821,2256.1519,6.3491764,2640.0127,6.011498,2837.5652,16.640314,3127.97,7.7087002,3440.1174,10.590088,3658.7256,4.321651,4034.386,9.4527636,4466.5186,.76912224,4857.2642,19.602325,5386.7197,15.843876,6019.2661,34.464779,AG-35
1815.7263,4.7496729,1979.8479,.80450273,1953.533,9.188323,2033.2125,2.7949548,2179.603,3.304507,2561.3428,4.2605281,2734.407,1.6436372,3028.4624,4.5130229,3327.8572,20.429514,3570.072,14.262356,3917.4287,8.2787476,4332.8706,8.0995617,4738.6021,6.4493036,5242.1689,5.1782117,5904.979,35.179272,AG-36
1783.1064,2.4538624,1933.3069,.18260583,1925.3032,6.2454705,1987.7236,1.7374516,2125.1182,1.1531337,2458.6262,4.5158138,2628.9712,3.1014442,2898.1978,.39096481,3171.2974,2.3751385,3430.2788,3.2413795,3780.8674,14.972636,4188.6646,1.5869823,4562.3369,.3396596,5072.9653,5.1221323,5774.6763,29.734331,AG-37
1780.3906,15.071664,1928.7145,21.182787,1931.4653,40.316479,1961.6477,13.41552,2084.5825,6.5781465,2322.2354,40.586533,2486.1152,38.687237,2710.8015,38.508778,2947.6716,61.675373,3282.4595,37.272434,3631.1829,43.378693,4008.2446,68.662529,4338.292,67.882469,4890.5562,40.020874,5644.3052,15.106903,AG-38
1741.5654,10.295485,1880.8566,18.353416,1882.7069,33.061234,1906.9453,14.876357,2028.4717,14.5802,2267.3965,26.68037,2419.7466,30.128551,2620.3027,35.010727,2847.1965,36.486889,3186.385,17.311491,3520.3093,36.484783,3894.8066,52.970776,4246.3115,41.006283,4779.8101,10.936818,5535.2563,35.747078,AG-39
1732.828,9.3774681,1852.4562,17.904581,1852.9482,32.116753,1861.8315,17.502222,1978.8243,16.773546,2186.3738,24.602312,2332.9116,25.48687,2538.3684,31.67638,2742.4238,33.218586,3080.6094,18.260298,3403.3125,17.125473,3782.1201,32.204723,4141.6631,37.040417,4657.1343,14.289791,5407.8857,10.541561,AG-40
1699.3635,1.7145047,1790.2255,14.358426,1770.4785,25.191277,1792.3344,12.330683,1897.879,12.056074,2120.3447,19.696371,2266.9128,16.104441,2465.9199,22.533607,2674.0059,22.861,2991.6001,15.772094,3295.8608,13.543088,3698.0105,22.209747,4043.6802,21.607672,4529.333,23.261351,5260.501,3.9100947,AG-41
1664.23,8.8744888,1739.7731,5.4895759,1713.9695,21.014566,1740.1033,8.4643087,1837.0435,7.4433489,2061.7034,16.888565,2192.7817,14.401843,2386.6907,1.4662943,2598.8733,9.5622597,2916.6226,.63530689,3206.9436,5.8139076,3584.1746,23.116619,3908.2378,11.745856,4401.0571,12.406324,5116.5894,41.84214,AG-42
1645.3561,20.73098,1693.0938,12.202369,1641.8888,5.2723947,1685.4808,3.0046961,1774.5806,3.5241547,2014.1375,18.216354,2149.3794,18.563875,2326.3428,19.762802,2537.1665,43.456585,2849.1384,17.526283,3126.5952,16.342121,3504.0457,36.718197,3823.4775,21.329895,4304.6646,.99587065,5004.3916,20.127113,AG-43
1631.2886,7.4361067,1659.7667,.87334931,1600.0945,6.3013048,1639.2037,3.8866053,1719.173,.41263604,1960.7039,.49870506,2091.2458,5.7064052,2252.136,2.973947,2444.8196,2.8660519,2778.2598,5.6737876,3035.7261,.06421452,3422.52,11.874325,3729.3379,7.9902449,4209.7754,11.395033,4938.2666,23.191643,AG-44
1601.9652,1.9603052,1617.0652,3.2605453,1556.5735,5.0835471,1595.8468,2.7228875,1664.021,3.4006131,1903.3689,4.9489694,2038.1295,3.2371597,2179.614,.055057965,2368.5786,2.2952819,2693.1382,.33900759,2938.7939,15.141177,3327.666,6.8736072,3635.5962,3.9794765,4113.8794,13.732099,4863.6201,1.258022,AG-45
1563.9733,3.5578461,1590.7513,11.42114,1540.1962,13.132212,1564.5282,14.532414,1656.3824,15.987722,1929.8206,17.807985,2060.333,8.7421074,2240.5063,15.228521,2317.3608,21.4354,2571.5928,85.523918,2878.6016,89.028923,3253.1797,10.891768,3694.0955,119.22198,4017.6885,29.079903,4772.3198,1.5887692,AG-7
1620.2279,17.09613,1636.3308,14.505423,1589.5233,10.504459,1611.0194,11.111285,1703.2081,3.6494298,1918.0051,7.2629695,2031.3704,34.230301,2194.4629,9.2083597,2356.6162,13.412193,2650.8333,13.18303,2939.1326,23.998232,3299.6934,13.379766,3630.7532,.91593736,4166.4043,33.41124,4961.9604,60.809055,AG-8
